asset,status,exchange,timeframe,start_date,end_date,total_bars,seed,fail_reason,sl_mult,tp1_mult,tp2_mult,tp3_mult,tenkan,kijun,tenkan_5,kijun_5,is_sharpe,is_return,is_trades,val_sharpe,val_return,val_trades,oos_sharpe,oos_return,oos_trades,oos_max_dd,oos_pf,wfe,mc_p,error
TON,SUCCESS,binance,1H,2024-08-08,2026-01-24,12819,42,,2.75,2.0,9.0,10.0,20,35,9,22,52,2.239412126077299,7.93680123057634,204,-4.436507403330901,-5.9341608897888865,78,2.7165158221808468,2.7874109500603206,69,-1.2458065205219415,1.9975306133306785,1.2130486347500824,0.012,
TON,SUCCESS,binance,1H,2024-08-08,2026-01-24,12819,42,,2.75,2.0,9.0,10.0,20,35,9,22,52,2.239412126077299,7.93680123057634,204,-4.436507403330901,-5.9341608897888865,78,2.7165158221808468,2.7874109500603206,69,-1.2458065205219415,1.9975306133306785,1.2130486347500824,0.012,
EGLD,SUCCESS,binance,1H,2024-01-25,2026-01-24,17520,42,,5.0,1.75,4.0,5.5,5,28,8,19,52,3.073678124645755,7.52435373713416,306,0.6540226947378831,0.6403538898698491,120,2.0362857832484327,1.704772575605884,90,-1.0180166146440128,1.6426097214069377,0.662491549430901,0.006,
EGLD,SUCCESS,binance,1H,2024-01-25,2026-01-24,17520,42,,5.0,1.75,4.0,5.5,5,28,8,19,52,3.073678124645755,7.52435373713416,306,0.6540226947378831,0.6403538898698491,120,2.0362857832484327,1.704772575605884,90,-1.0180166146440128,1.6426097214069377,0.662491549430901,0.006,
EGLD,SUCCESS,binance,1H,2024-01-25,2026-01-24,17520,42,,5.0,1.75,4.0,5.5,5,28,8,19,52,3.073678124645755,7.52435373713416,306,0.6540226947378831,0.6403538898698491,120,2.0362857832484327,1.704772575605884,90,-1.0180166146440128,1.6426097214069377,0.662491549430901,0.008,
EGLD,SUCCESS,binance,1H,2024-01-25,2026-01-24,17520,42,,5.0,1.75,4.0,5.5,5,28,8,19,52,3.073678124645755,7.52435373713416,306,0.6540226947378831,0.6403538898698491,120,2.0362857832484327,1.704772575605884,90,-1.0180166146440128,1.6426097214069377,0.662491549430901,0.006,
TIA,SUCCESS,binance,1H,2024-01-25,2026-01-24,17520,42,,5.0,2.75,8.5,10.0,19,38,12,22,52,2.169013276188381,6.858188893751338,207,-0.4264119507638246,-0.5010801423880773,67,1.7120338596771083,1.7065173328845162,69,-1.012223172100024,1.548654750030659,0.7893146060800857,0.006,
CAKE,SUCCESS,binance,1H,2024-01-25,2026-01-24,17520,42,,3.0,3.5,5.5,10.0,19,29,13,19,52,2.336220349365279,11.600129686434911,264,-0.3454102114848679,-0.5961102537703877,87,3.1483238110166196,4.8363804747078465,87,-1.3361598486660742,1.8280113039244401,1.3476142401858535,0.016,
SUSHI,FAIL,binance,1H,2024-01-25,2026-01-24,17520,42,WFE<0.6; TRADES<50; OVERFIT,5.0,5.0,6.0,9.0,9,34,18,21,52,2.346902988197657,9.626354467961274,204,-0.582953206274827,-0.5754263079473798,45,1.1939645644984311,1.1412245121518394,48,-1.4944533135055504,1.3183180842266737,0.5087404850148305,0.05,
SUSHI,FAIL,binance,1H,2024-01-25,2026-01-24,17520,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,2.25,3.5,6.5,9.5,5,35,8,29,26,3.019248989216942,18.28576212475903,309,0.7556804806898667,1.6042678599696325,111,0.17123974782918952,0.29264773447084114,96,-5.837494631422735,1.0292182287117477,0.05671600733850091,0.126,
SUSHI,FAIL,binance,1H,2024-01-25,2026-01-24,17520,42,WFE<0.6; OVERFIT,3.75,2.5,3.0,9.0,19,40,16,24,78,2.76412477226449,9.333514437006007,246,0.2366397464178247,0.28812068600538865,93,1.072988386101791,1.253338552214056,81,-1.9162456507452297,1.2685974022022102,0.3881837740713683,0.044,
ETH,SUCCESS,binance,1H,2024-01-26,2026-01-25,17520,42,,3.0,5.0,6.0,7.5,12,36,8,17,52,2.645476906900511,15.831714363666016,273,-0.4750400253515664,-1.0856190246726682,112,3.2162820810392923,5.576775070104678,72,-1.6733713958419494,2.045828649447332,1.2157664550576428,0.006,
AVAX,FAIL,binance,1H,2024-01-26,2026-01-25,17520,42,WFE<0.6; OVERFIT,3.0,3.25,8.0,10.0,20,20,10,20,52,4.175370329333809,21.68083606433577,276,-0.6125956035597437,-1.048412883898453,99,2.1247142701638153,3.8000063861212574,108,-4.298412002207885,1.4873978115625783,0.5088684601786733,0.008,
RUNE,SUCCESS,binance,1H,2024-01-26,2026-01-25,17520,42,,1.5,4.75,8.0,10.0,5,38,14,15,52,3.949742723806968,37.03779993212741,285,1.1444194849164615,3.0633495141839218,108,2.422132657961615,8.230067530058104,102,-3.551903081306529,1.6815434847888655,0.6132380834230735,0.0,
OSMO,FAIL,binance,1H,2024-01-26,2026-01-25,17520,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,4.75,2.5,6.5,8.5,7,20,15,30,52,3.6123129791665236,11.873712464728548,243,-1.6734411572814412,-2.1658147823894414,81,0.6848028362103911,0.6700518839976022,57,-1.9018308772588366,1.1868195239910695,0.1895746133183612,0.018,
EGLD,SUCCESS,binance,1H,2024-01-26,2026-01-25,17520,42,,5.0,1.75,4.0,5.5,5,28,8,19,52,3.1046220952736996,7.60812048622419,307,0.6540225950568667,0.6403537897329725,120,2.131911222012046,1.7894411323932324,91,-1.0180166104003852,1.6976766541630957,0.6866894445084143,0.01,
MINA,SUCCESS,binance,1H,2024-01-26,2026-01-25,17520,42,,4.25,3.0,7.5,9.0,9,26,14,25,52,2.2865217727275673,8.203567167365566,231,2.663808979512459,3.1881936249726017,87,2.581298209989059,2.5963717710828726,60,-1.5172704844233609,2.018868287277215,1.128919147316868,0.028,
AVAX,FAIL,binance,1H,2024-01-26,2026-01-25,17520,42,WFE<0.6; OVERFIT,3.0,3.25,8.0,10.0,20,20,10,20,52,4.175370329333809,21.68083606433577,276,-0.6125956035597437,-1.048412883898453,99,2.1247142701638153,3.8000063861212574,108,-4.298412002207885,1.4873978115625783,0.5088684601786733,0.008,
AR,FAIL,binance,1H,2024-01-26,2026-01-25,17520,42,WFE<0.6; TRADES<50; OVERFIT,4.5,2.0,8.0,9.0,5,23,15,15,52,4.206601964941854,13.223529200144291,273,3.177105011334224,3.016141436956987,83,1.6376285502339487,1.2636425917189387,41,-1.4227108852927328,1.8264004600754742,0.3892996209011625,0.092,
OP,FAIL,binance,1H,2024-01-26,2026-01-25,17520,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,5.0,2.25,3.0,7.0,10,30,8,15,52,4.308167477249551,10.426422261625001,258,2.5867043269914043,2.183935260540948,81,0.03230883813028913,0.020052624689115284,90,-2.5368395609819405,1.0043642925653968,0.007499438752301235,0.148,
METIS,FAIL,binance,1H,2024-03-11,2026-01-25,16442,42,WFE<0.6; OVERFIT,1.5,4.75,9.0,10.0,15,20,11,22,52,3.3462254552055772,34.009720182179095,333,0.7962324850674692,2.046847419898623,96,1.5928369565042466,3.9686151199172626,84,-2.631237559202537,1.3961160862224375,0.4760100530663107,0.014,
YGG,SUCCESS,binance,1H,2024-01-26,2026-01-25,17520,42,,4.25,2.75,7.5,9.5,10,20,8,17,52,3.9769730205779736,13.374971818192162,237,-0.6033628564661712,-0.8348021941111949,94,3.1089048522437905,3.8713541045679145,78,-0.8691909839374845,2.083404930966007,0.7817264125648942,0.01,
AVAX,FAIL,binance,1H,2024-01-26,2026-01-25,17520,42,WFE<0.6; OVERFIT,3.0,3.25,8.0,10.0,20,20,10,20,52,4.175370329333809,21.68083606433577,276,-0.6125956035597437,-1.048412883898453,99,2.1247142701638153,3.8000063861212574,108,-4.298412002207885,1.4873978115625783,0.5088684601786733,0.008,
AVAX,SUCCESS,binance,1H,2024-01-26,2026-01-25,17520,42,,3.0,4.75,8.5,9.0,9,22,8,17,52,3.0176196545045024,18.268337417831138,238,0.5225803067665249,0.9577077136402545,90,2.0002026165467557,3.9390695952316257,81,-2.5290546090642407,1.5044505780280988,0.6628411945690326,0.012,
METIS,FAIL,binance,1H,2024-03-11,2026-01-25,16442,42,WFE<0.6; OVERFIT,1.5,4.75,7.5,8.5,16,21,10,21,52,3.006004391044839,30.231026073130394,357,0.5254828719962498,1.247166504707864,96,1.8035130544823055,5.280793072675416,87,-2.6152969713791996,1.501025258638187,0.5999701995962265,0.014,
OSMO,FAIL,binance,1H,2024-01-26,2026-01-25,17520,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,4.75,2.75,4.0,6.5,17,21,8,28,52,3.5162179634640953,10.953125602536339,240,-1.8850499548692312,-2.364319607232046,81,0.18086959577913783,0.16290521739603658,54,-1.386381557300398,1.0454615208808984,0.051438675775647695,0.032,
AR,FAIL,binance,1H,2024-01-26,2026-01-25,17520,42,WFE<0.6; TRADES<50; OVERFIT,4.75,2.0,8.0,9.5,8,24,15,15,52,3.492417386402501,10.310318615477133,264,2.8877995764737827,2.681790510035742,80,1.2472818555280114,0.8937333081646681,38,-1.426604032487866,1.5850720374157887,0.35713997427232547,0.13,
OP,FAIL,binance,1H,2024-01-26,2026-01-25,17520,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,5.0,2.25,3.5,7.0,9,30,8,15,52,3.9689349265580267,9.436026682748565,255,2.3620414695632816,1.9700840943635,78,0.05066263191324731,0.03968342700646499,90,-2.419904814987328,1.0086360849479643,0.012764792784643458,0.144,
MATIC,FAIL,binance,1H,2024-01-26,2024-09-10,5459,42,TRADES<50,5.0,1.5,5.5,6.5,12,40,9,30,52,9.23338338874277,3.871979547879101,87,-1.9770225375658776,-0.6429882654129471,39,6.8388430635175705,0.6058508121863593,13,-0.010526340586591854,0.0,0.7406649085811173,0.0,
ICP,FAIL,binance,1H,2024-01-26,2026-01-25,17520,42,OOS_SHARPE<1.0,2.25,3.25,9.5,10.0,11,20,8,22,52,1.3901181710430983,9.745043626322158,309,0.7543955149368289,1.4412288893453695,114,0.8714482028543782,1.5915914426535727,67,-2.1690148927378416,1.2486558368027927,0.6268878581742965,0.292,
FIL,SUCCESS,binance,1H,2024-01-26,2026-01-25,17520,42,,2.0,1.75,6.0,7.0,18,24,13,19,52,2.1980068236949095,11.602027330000464,327,1.3121371083461402,2.170726575170767,132,1.978072279097558,3.03679932693921,71,-3.211575570760472,1.6323100917219655,0.8999390983565576,0.046,
OP,FAIL,binance,1H,2024-01-26,2026-01-25,17520,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,5.0,2.25,3.0,8.0,9,35,9,15,52,4.402553950879468,10.64972393028798,261,2.645076746107027,2.2439353209293023,81,0.12474437719903486,0.11968345126387447,90,-2.5169561140707564,1.0260460481856093,0.028334548216976545,0.13,
BNB,FAIL,binance,1H,2024-01-26,2026-01-25,17520,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,4.0,2.0,7.5,10.0,20,20,9,29,52,2.1509132704828526,7.223172592411631,280,0.1461363116858628,0.16255736646841878,111,-2.1275169200064092,-3.0884245462980964,108,-5.789118313780817,0.6111320281460785,-0.9891225969928619,0.948,
XRP,FAIL,binance,1H,2024-01-26,2026-01-25,17520,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,4.0,5.0,6.5,8.5,9,39,9,20,52,3.2886879242153726,14.979756550233848,216,0.25295870879592064,0.3700092310059411,78,0.6509840215953719,0.9750207889358764,75,-1.9663704693104744,1.1443793058050356,0.19794642623340009,0.102,
AVAX,FAIL,binance,1H,2024-01-26,2026-01-25,17520,42,WFE<0.6; OVERFIT,3.0,3.25,8.5,10.0,20,20,10,15,52,4.277042812915856,23.05627908904919,276,-0.5624423887028742,-0.9463355191662637,93,2.221067566852996,4.025042032103565,108,-4.294268233552145,1.5162614160491257,0.5192998209290293,0.006,
TRX,FAIL,binance,1H,2024-01-26,2026-01-25,17520,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,2.25,2.75,4.5,9.5,5,29,13,30,52,2.4330704517579758,14.29335520916155,351,-2.224189151547907,-4.767092498287218,132,-0.911236925862501,-1.837496712844422,123,-3.663870826560456,0.844995702674009,-0.37452138930218876,0.486,
UNI,FAIL,binance,1H,2024-01-26,2026-01-25,17520,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,5.0,4.5,7.0,9.5,18,36,10,15,52,2.3832686917083867,8.63002503048811,213,-0.5456208237348409,-0.690450491016037,72,-0.4045790512081593,-0.4850977808958268,54,-3.344386107142616,0.8949500986483665,-0.1697580522983948,0.308,
ADA,SUCCESS,binance,1H,2024-01-26,2026-01-25,17520,42,,2.5,2.5,4.5,10.0,9,33,8,22,52,3.151430550210488,15.949919487917086,351,-1.9777290207132399,-3.8452997607042017,129,1.9249000110925278,2.8022484640406686,90,-2.208532816428066,1.4866876039730574,0.6108019772049115,0.0,
XLM,FAIL,binance,1H,2024-01-26,2026-01-25,17520,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,4.25,1.75,8.0,9.5,7,29,16,16,52,1.8891105599880016,5.90177574470836,282,-0.5236969426877537,-0.6067103572355181,87,-1.170320601116966,-1.0145314395100469,78,-2.3118462169657072,0.6718361763651366,-0.6195087920764146,0.47,
LTC,FAIL,binance,1H,2024-01-26,2026-01-25,17520,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,4.25,5.0,8.0,9.5,6,20,8,19,52,3.3470470950021762,14.431262330695404,204,-1.4440887741371522,-2.20381614941767,75,-1.736004708469749,-2.3704717897596317,57,-3.3857183620492504,0.6190951977728739,-0.5186675476009758,0.638,
GRT,FAIL,binance,1H,2024-01-26,2026-01-25,17520,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,4.25,4.75,8.5,9.0,8,20,11,21,52,3.1850367826856125,14.096981369869098,210,0.10080516164299066,0.12154726953212958,75,-0.6492922022876446,-0.9613816034517386,75,-3.0297449863988857,0.8564265180678531,-0.20385704988316133,0.146,
IMX,FAIL,binance,1H,2024-01-26,2026-01-25,17520,42,WFE<0.6; OVERFIT,5.0,2.0,8.5,10.0,5,32,8,27,52,2.2168098057369816,6.403162449507183,288,-0.9647446915112153,-1.2269361222518094,102,1.262743557359052,1.1764483204683707,85,-1.0743603492415321,1.3858494927859717,0.5696219649025105,0.074,
STX,FAIL,binance,1H,2024-01-26,2026-01-25,17520,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,2.25,2.75,5.5,9.5,16,28,9,22,52,4.344943460370992,22.61971696811791,300,2.96674355836705,5.325487067252732,114,0.7963817216419989,1.5689471411145295,120,-2.4894981930493887,1.1348871306485873,0.1832893175493704,0.1,
ADA,SUCCESS,binance,1H,2024-01-26,2026-01-25,17520,42,,2.5,2.5,4.5,10.0,9,33,8,22,52,3.151430550210488,15.949919487917086,351,-1.9777290207132399,-3.8452997607042017,129,1.9249000110925278,2.8022484640406686,90,-2.208532816428066,1.4866876039730574,0.6108019772049115,0.0,
METIS,FAIL,binance,1H,2024-03-11,2026-01-25,16442,42,WFE<0.6; OVERFIT,1.5,4.75,7.5,8.5,16,21,10,21,52,3.006004391044839,30.231026073130394,357,0.5254828719962498,1.247166504707864,96,1.8035130544823055,5.280793072675416,87,-2.6152969713791996,1.501025258638187,0.5999701995962265,0.014,
AR,FAIL,binance,1H,2024-01-26,2026-01-25,17520,42,OOS_SHARPE<1.0; WFE<0.6; TRADES<50; OVERFIT,4.5,3.75,9.0,10.0,9,25,9,25,26,2.5510074754181087,9.933076674298281,219,2.0965617997529997,2.343365219302118,67,-1.1597213942250417,-1.1391108634839275,40,-2.7649306030110288,0.6814653643841453,-0.45461309125915594,0.67,
AR,FAIL,binance,1H,2024-01-26,2026-01-25,17520,42,WFE<0.6; TRADES<50; OVERFIT,4.75,2.0,8.0,9.5,8,24,15,15,52,3.492417386402501,10.310318615477133,264,2.8877995764737827,2.681790510035742,80,1.2472818555280114,0.8937333081646681,38,-1.426604032487866,1.5850720374157887,0.35713997427232547,0.13,
AR,FAIL,binance,1H,2024-01-26,2026-01-25,17520,42,TRADES<50,1.75,4.75,7.5,10.0,16,22,16,16,78,1.8896649488855692,13.515484072787775,255,2.3474239491464943,5.539541732528996,92,3.381261774824858,4.9932775690513465,32,-1.0291797886629594,3.4008616902583966,1.7893446014432128,0.006,
OSMO,FAIL,binance,1H,2024-01-26,2026-01-25,17520,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,1.75,1.5,8.0,10.0,7,23,14,27,26,4.5918165113862175,31.588308068024062,384,2.2096287897542766,5.243721526244394,132,-2.3012943335419256,-4.3277437937308205,114,-5.721633337194643,0.6139790004021489,-0.5011729732308469,0.338,
FIL,FAIL,binance,1H,2024-01-26,2026-01-25,17520,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,5.0,2.0,5.0,7.5,9,39,8,15,52,3.5660129651288734,9.154821971755034,279,-0.1775550952380437,-0.21332763862911275,117,-0.2162217191490214,-0.20157807683084394,56,-2.6829549579186485,0.934687115811332,-0.060634024963845665,0.418,
OSMO,FAIL,binance,1H,2024-01-26,2026-01-25,17520,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,4.75,2.75,4.0,6.5,17,21,8,28,52,3.5162179634640953,10.953125602536339,240,-1.8850499548692312,-2.364319607232046,81,0.18086959577913783,0.16290521739603658,54,-1.386381557300398,1.0454615208808984,0.051438675775647695,0.032,
OSMO,FAIL,binance,1H,2024-01-26,2026-01-25,17520,42,WFE<0.6; OVERFIT,3.75,3.5,5.5,8.0,5,26,15,17,78,3.8424638481726627,14.288872444580214,213,-0.9017403180853543,-1.3458411030482953,84,1.4671277845715227,1.5777073712088363,57,-1.2920673293106644,1.4384173427675742,0.3818195414562549,0.006,
MATIC,FAIL,binance,1H,2024-01-26,2024-09-10,5458,42,TRADES<50,5.0,1.5,5.5,6.5,12,40,9,30,52,9.234860216453216,3.871978747732552,87,-1.9770225375658776,-0.6429882654129471,39,6.8388430635175705,0.6058508121863593,13,-0.010526340586591854,0.0,0.7405464623420287,0.0,
MATIC,FAIL,binance,1H,2024-01-26,2024-09-10,5457,42,TRADES<50,5.0,1.5,5.5,6.5,12,40,9,30,52,9.234858742145015,3.8719779721412273,87,-1.9779642035547151,-0.642988275152856,39,6.8388430635175705,0.6058508121863593,13,-0.010526340586591854,0.0,0.7405465805673046,0.0,
AR,FAIL,binance,1H,2024-01-26,2026-01-25,17520,42,TRADES<50,1.75,4.75,7.5,10.0,16,22,16,16,78,1.889665176493508,13.515485394391359,255,2.3474239527399368,5.539541742111953,92,2.0796364220309282,2.9074010783578297,32,-1.0504803716946953,2.1136261630619892,1.1005316962499854,0.044,
MATIC,FAIL,binance,1H,2024-01-26,2024-09-10,5457,42,TRADES<50,5.0,1.5,5.5,6.5,12,40,9,30,52,9.234858742145015,3.8719779721412273,87,-1.9779642035547151,-0.642988275152856,39,6.8388430635175705,0.6058508121863593,13,-0.010526340586591854,0.0,0.7405465805673046,0.0,
MATIC,FAIL,binance,1H,2024-01-26,2026-01-25,17441,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,4.5,5.0,7.5,8.5,11,24,12,16,52,2.5889145847916764,9.73281653882394,171,0.17707663805237306,0.22545552362120969,72,-1.4434632322543082,-1.9017964907901086,60,-3.2095538714945193,0.6924553384666069,-0.5575553711712973,0.344,
ETH,SUCCESS,binance,1H,2024-01-27,2026-01-26,17520,42,,3.0,5.0,6.0,7.0,13,33,8,25,52,2.529451244349422,15.357126086084616,276,-0.40277186234580103,-0.968279669543648,112,3.1924684861182944,5.571635333758973,72,-1.6781965303887647,2.0438586478125695,1.2621190043690291,0.004,
"SHIB,DOT,NEAR",FAIL,binance,1H,,,0,42,"ERROR: No data found for SHIB,DOT,NEAR in data",0.0,0.0,0.0,0.0,0,0,0,0,52,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,1.0,"No data found for SHIB,DOT,NEAR in data"
"DOGE,TIA,MINA",FAIL,binance,1H,,,0,42,"ERROR: No data found for DOGE,TIA,MINA in data",0.0,0.0,0.0,0.0,0,0,0,0,52,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,1.0,"No data found for DOGE,TIA,MINA in data"
SHIB,SUCCESS,binance,1H,2024-01-27,2026-01-26,17520,42,,1.75,4.5,6.0,8.0,19,26,13,17,52,2.068078121683118,16.078946882893085,300,-1.4578604596116624,-4.047927664025552,132,5.015464723202197,14.003324064632693,99,-1.56614661106792,2.6237024390114776,2.4251814622555603,0.8709105245898464,0.0,0.0,
DOGE,SUCCESS,binance,1H,2024-01-27,2026-01-26,17520,42,,2.75,3.25,6.0,9.5,20,20,12,18,52,2.4474444194842726,12.974388282975013,294,-1.1206459659919008,-1.9990321900195562,99,1.7220477936755154,2.780478924011942,93,-3.1493727474751876,1.4091892944087436,0.7036105825187183,0.21430520371125977,29.63894174812817,0.026,
DOT,SUCCESS,binance,1H,2024-01-27,2026-01-26,17520,42,,2.25,3.5,5.0,7.5,6,40,16,17,52,1.705684107197709,10.418731774079681,346,-0.24550312759233928,-0.5879174962620914,120,5.3281861886030075,11.259042149638931,99,-1.6668925434641269,2.9441087672838124,3.1237825140768622,1.0806538064114313,0.0,0.0,
TIA,SUCCESS,binance,1H,2024-01-27,2026-01-26,17520,42,,5.0,3.5,8.0,10.0,8,37,12,20,52,2.7324470672135415,8.783637997596205,201,-0.2119659419281963,-0.2860365800949838,78,3.2786757231754913,2.9747564705963736,63,-0.509584642743599,2.4588453393210066,1.1999045699790905,0.3386702037823584,0.0,0.0,
NEAR,SUCCESS,binance,1H,2024-01-27,2026-01-26,17520,42,,4.75,1.5,9.0,10.0,5,39,8,25,52,2.4762730713064,7.062900781773118,303,-1.1676957485559247,-1.2826536164542768,93,2.3481048610518256,2.4808419212315025,96,-1.4519536488274198,1.806226131758745,0.9482414876857838,0.3512497198932328,5.175851231421625,0.024,
MINA,SUCCESS,binance,1H,2024-01-27,2026-01-26,17520,42,,4.25,2.25,8.5,9.5,8,33,14,29,52,2.30449274719943,8.228993040525268,253,2.9764334701856985,3.3331666244049263,87,2.763483796658332,2.9706673166429276,75,-0.5131707228781646,2.164227910370353,1.1991722690456275,0.361000100742983,0.0,0.014,
OSMO,FAIL,binance,1H,2024-01-26,2026-01-25,17520,42,OOS_SHARPE<1.0; WFE_PARDO<0.6; OVERFIT,1.75,1.5,8.5,10.0,5,26,15,27,26,4.702089608663389,34.75130231873611,372,1.6247948488120627,3.697553289834521,135,-1.8607690051077084,-3.494457527138528,114,-5.683137117349013,0.6734164947769229,-0.3957323573075522,-0.10055616031559476,139.57323573075521,0.232,
OSMO,FAIL,binance,1H,2024-01-27,2026-01-26,17520,42,WFE_PARDO<0.6; OVERFIT,3.75,3.5,8.0,10.0,12,23,16,25,78,4.370654590418173,17.45502134667374,207,0.6284988615719842,0.8962200667562925,81,1.844244392729386,2.2288770876077724,57,-1.2939644900167746,1.5412355509649778,0.42196068222195826,0.12769260164969728,57.80393177780417,0.002,
YGG,SUCCESS,binance,1H,2024-01-28,2026-01-27,17520,42,,4.25,2.75,6.0,6.5,10,20,8,17,52,3.876714160084417,12.92205756177578,256,-0.02178322404896181,-0.05261136097928221,103,3.2912267175660355,4.053734353550453,78,-0.8681148318832488,2.1337724031917826,0.8489732752167541,0.31370656988416784,15.102672478324585,0.006,
MINA,SUCCESS,binance,1H,2024-01-28,2026-01-27,17520,42,,4.25,3.0,8.0,8.5,9,26,14,25,52,2.1851422813614447,8.23177402478934,234,2.2561601387152868,2.889606345837148,90,2.253962327837541,2.2967323221201985,60,-1.5221189151168546,1.9012837658440753,1.0314945379360918,0.2790081840443834,0.0,0.04,
CAKE,SUCCESS,binance,1H,2024-01-28,2026-01-27,17520,42,,2.25,3.75,9.0,10.0,19,40,8,22,52,2.8103922964101096,20.772790942263384,271,0.5609442119758502,1.0928549046295588,90,1.9817669329103964,3.946323458419254,90,-2.1538286789888894,1.5298188351845892,0.7051566912711196,0.1899756017083984,29.484330872888044,0.076,
RUNE,FAIL,binance,1H,2024-01-28,2026-01-27,17520,42,WFE_PARDO<0.6; OVERFIT,1.5,4.75,8.0,10.0,5,38,14,15,52,3.730692094784967,34.830208553793085,282,0.9405854408923109,2.512434777812822,111,1.7433049223136243,5.849308299739997,102,-3.6305304430679364,1.4633714899955903,0.4672872694990141,0.16793779143487197,53.271273050098586,0.006,
